heder	Length	GC_amont	CG_precent
>lcl|NC_000913.3_cds_NP_415740.1_1202 	1797	959	53.37 %
>lcl|NC_000913.3_cds_NP_415741.1_1203 	1392	747	53.66 %
>lcl|NC_000913.3_cds_NP_415742.1_1204 	3744	2057	54.94 %
>lcl|NC_000913.3_cds_NP_415743.1_1205 	1539	827	53.74 %
>lcl|NC_000913.3_cds_NP_415744.1_1206 	711	401	56.40 %
>lcl|NC_000913.3_cds_NP_415745.1_1207 	678	379	55.90 %
>lcl|NC_000913.3_cds_YP_009518769.1_1208 	276	164	59.42 %
>lcl|NC_000913.3_cds_NP_415747.2_1209 	90	58	64.44 %
>lcl|NC_000913.3_cds_NP_415748.1_1210 	843	398	47.21 %
>lcl|NC_000913.3_cds_NP_415749.1_1211 	459	213	46.41 %
>lcl|NC_000913.3_cds_NP_415750.2_1212 	906	455	50.22 %
>lcl|NC_000913.3_cds_NP_415751.1_1213 	1014	493	48.62 %
>lcl|NC_000913.3_cds_NP_415752.1_1214 	909	427	46.97 %
>lcl|NC_000913.3_cds_NP_415753.1_1215 	414	193	46.62 %
>lcl|NC_000913.3_cds_NP_415754.1_1216 	618	261	42.23 %
>lcl|NC_000913.3_cds_NP_415757.1_1217 	2676	1355	50.64 %
>lcl|NC_000913.3_cds_YP_010051181.1_1218 	54	22	40.74 %
>lcl|NC_000913.3_cds_NP_415758.1_1219 	648	310	47.84 %
>lcl|NC_000913.3_cds_NP_417962.2_1220 	981	540	55.05 %
>lcl|NC_000913.3_cds_NP_415759.1_1221 	1632	779	47.73 %
>lcl|NC_000913.3_cds_NP_415760.1_1222 	921	421	45.71 %
>lcl|NC_000913.3_cds_NP_415761.1_1223 	909	476	52.37 %
>lcl|NC_000913.3_cds_YP_025300.1_1224 	1014	525	51.78 %
>lcl|NC_000913.3_cds_NP_415763.1_1225 	1005	518	51.54 %
>lcl|NC_000913.3_cds_NP_415764.4_1226 	330	156	47.27 %
>lcl|NC_000913.3_cds_NP_415765.1_1227 	1461	755	51.68 %
>lcl|NC_000913.3_cds_YP_001165316.1_1228 	174	88	50.57 %
>lcl|NC_000913.3_cds_NP_415766.1_1229 	1254	531	42.34 %
>lcl|NC_000913.3_cds_NP_415767.2_1230 	297	145	48.82 %
>lcl|NC_000913.3_cds_NP_415768.1_1231 	720	392	54.44 %
>lcl|NC_000913.3_cds_NP_415769.1_1232 	399	193	48.37 %
>lcl|NC_000913.3_cds_NP_415770.1_1233 	540	251	46.48 %
>lcl|NC_000913.3_cds_NP_415771.1_1234 	744	367	49.33 %
>lcl|NC_000913.3_cds_NP_415772.1_1235 	639	320	50.08 %
>lcl|NC_000913.3_cds_NP_415773.1_1236 	507	206	40.63 %
>lcl|NC_000913.3_cds_NP_415774.1_1237 	501	216	43.11 %
>lcl|NC_000913.3_cds_NP_415775.4_1238 	180	92	51.11 %
>lcl|NC_000913.3_cds_NP_415776.1_1239 	807	432	53.53 %
>lcl|NC_000913.3_cds_NP_415777.1_1240 	1194	653	54.69 %
>lcl|NC_000913.3_cds_NP_415778.3_1241 	1362	719	52.79 %
>lcl|NC_000913.3_cds_NP_415779.1_1242 	1596	900	56.39 %
>lcl|NC_000913.3_cds_NP_415780.1_1243 	1563	850	54.38 %
>lcl|NC_000913.3_cds_NP_415781.1_1244 	45	20	44.44 %
>lcl|NC_000913.3_cds_NP_415782.1_1245 	882	477	54.08 %
>lcl|NC_000913.3_cds_NP_415783.6_1246 	621	299	48.15 %
>lcl|NC_000913.3_cds_NP_415784.1_1247 	1896	891	46.99 %
>lcl|NC_000913.3_cds_NP_415785.1_1248 	876	471	53.77 %
>lcl|NC_000913.3_cds_NP_415786.1_1249 	591	297	50.25 %
>lcl|NC_000913.3_cds_NP_415787.1_1250 	759	398	52.44 %
>lcl|NC_000913.3_cds_NP_415788.1_1251 	1050	531	50.57 %
>lcl|NC_000913.3_cds_NP_415789.1_1252 	252	119	47.22 %
>lcl|NC_000913.3_cds_NP_415790.1_1253 	2598	1345	51.77 %
>lcl|NC_000913.3_cds_NP_415791.1_1254 	975	471	48.31 %
>lcl|NC_000913.3_cds_YP_588449.3_1255 	141	69	48.94 %
>lcl|NC_000913.3_cds_YP_588450.2_1256 	168	77	45.83 %
>lcl|NC_000913.3_cds_YP_009518771.1_1257 	96	44	45.83 %
>lcl|NC_000913.3_cds_NP_415792.1_1258 	2676	1416	52.91 %
>lcl|NC_000913.3_cds_NP_415793.1_1259 	591	296	50.08 %
>lcl|NC_000913.3_cds_NP_415794.1_1260 	765	387	50.59 %
>lcl|NC_000913.3_cds_NP_415795.1_1261 	309	155	50.16 %
>lcl|NC_000913.3_cds_NP_415796.1_1262 	1170	607	51.88 %
>lcl|NC_000913.3_cds_NP_415797.1_1263 	738	391	52.98 %
>lcl|NC_000913.3_cds_NP_415798.2_1264 	327	163	49.85 %
>lcl|NC_000913.3_cds_NP_415799.1_1265 	219	114	52.05 %
>lcl|NC_000913.3_cds_NP_415800.1_1266 	750	366	48.80 %
>lcl|NC_000913.3_cds_YP_001165317.1_1267 	174	83	47.70 %
>lcl|NC_000913.3_cds_YP_010051182.1_1268 	129	47	36.43 %
>lcl|NC_000913.3_cds_NP_415801.1_1269 	1986	963	48.49 %
>lcl|NC_000913.3_cds_YP_002791239.1_1270 	105	32	30.48 %
>lcl|NC_000913.3_cds_NP_415802.1_1271 	1935	1030	53.23 %
>lcl|NC_000913.3_cds_NP_415803.2_1272 	1128	573	50.80 %
>lcl|NC_000913.3_cds_NP_415804.1_1273 	789	420	53.23 %
>lcl|NC_000913.3_cds_NP_415805.1_1274 	354	176	49.72 %
>lcl|NC_000913.3_cds_NP_415806.1_1275 	807	413	51.18 %
>lcl|NC_000913.3_cds_NP_415807.1_1276 	993	510	51.36 %
>lcl|NC_000913.3_cds_NP_415808.1_1277 	891	507	56.90 %
>lcl|NC_000913.3_cds_NP_415809.1_1278 	966	497	51.45 %
>lcl|NC_000913.3_cds_NP_415810.1_1279 	1644	892	54.26 %
>lcl|NC_000913.3_cds_NP_415811.1_1280 	246	119	48.37 %
>lcl|NC_000913.3_cds_NP_415812.4_1281 	1386	739	53.32 %
>lcl|NC_000913.3_cds_YP_009518772.1_1282 	165	89	53.94 %
>lcl|NC_000913.3_cds_NP_415813.4_1283 	1419	759	53.49 %
>lcl|NC_000913.3_cds_NP_415814.4_1284 	765	400	52.29 %
>lcl|NC_000913.3_cds_NP_415815.1_1285 	558	284	50.90 %
>lcl|NC_000913.3_cds_NP_415816.1_1286 	1488	853	57.33 %
>lcl|NC_000913.3_cds_NP_415817.1_1287 	1281	746	58.24 %
>lcl|NC_000913.3_cds_NP_415818.1_1288 	1266	730	57.66 %
>lcl|NC_000913.3_cds_NP_415819.4_1289 	978	506	51.74 %
>lcl|NC_000913.3_cds_NP_415820.1_1290 	669	330	49.33 %
>lcl|NC_000913.3_cds_NP_415821.1_1291 	225	107	47.56 %
>lcl|NC_000913.3_cds_NP_415822.1_1292 	360	181	50.28 %
>lcl|NC_000913.3_cds_NP_415823.1_1293 	222	121	54.50 %
>lcl|NC_000913.3_cds_NP_415824.1_1294 	315	160	50.79 %
>lcl|NC_000913.3_cds_NP_415825.4_1295 	1680	737	43.87 %
>lcl|NC_000913.3_cds_NP_415826.1_1296 	1293	647	50.04 %
>lcl|NC_000913.3_cds_NP_415827.1_1297 	882	473	53.63 %
>lcl|NC_000913.3_cds_NP_415828.1_1298 	843	445	52.79 %
>lcl|NC_000913.3_cds_NP_415829.1_1299 	1053	587	55.75 %
>lcl|NC_000913.3_cds_NP_415830.2_1300 	789	423	53.61 %
>lcl|NC_000913.3_cds_NP_415831.1_1301 	1056	578	54.73 %
>lcl|NC_000913.3_cds_NP_415832.1_1302 	2268	1219	53.75 %
>lcl|NC_000913.3_cds_NP_415833.1_1303 	660	373	56.52 %
>lcl|NC_000913.3_cds_NP_415835.1_1304 	906	452	49.89 %
>lcl|NC_000913.3_cds_NP_415836.1_1305 	999	454	45.45 %
>lcl|NC_000913.3_cds_NP_415837.1_1306 	1398	761	54.43 %
>lcl|NC_000913.3_cds_NP_415838.1_1307 	1062	598	56.31 %
>lcl|NC_000913.3_cds_NP_415839.1_1308 	1542	804	52.14 %
>lcl|NC_000913.3_cds_NP_415840.1_1309 	507	260	51.28 %
>lcl|NC_000913.3_cds_NP_415841.4_1310 	966	528	54.66 %
>lcl|NC_000913.3_cds_NP_415842.2_1311 	729	400	54.87 %
>lcl|NC_000913.3_cds_YP_009518773.1_1312 	183	73	39.89 %
>lcl|NC_000913.3_cds_YP_009518774.1_1313 	66	24	36.36 %
>lcl|NC_000913.3_cds_NP_415843.2_1314 	921	442	47.99 %
>lcl|NC_000913.3_cds_NP_415844.1_1315 	900	419	46.56 %
>lcl|NC_000913.3_cds_NP_415845.2_1316 	1614	774	47.96 %
>lcl|NC_000913.3_cds_NP_415846.1_1317 	1032	446	43.22 %
>lcl|NC_000913.3_cds_YP_009518770.2_1318 	981	540	55.05 %
>lcl|NC_000913.3_cds_NP_415848.1_1319 	258	117	45.35 %
>lcl|NC_000913.3_cds_NP_415849.1_1320 	951	481	50.58 %
>lcl|NC_000913.3_cds_NP_415850.1_1321 	753	389	51.66 %
>lcl|NC_000913.3_cds_NP_415851.1_1322 	516	274	53.10 %
>lcl|NC_000913.3_cds_NP_415852.2_1323 	1527	752	49.25 %
>lcl|NC_000913.3_cds_NP_415853.1_1324 	1446	760	52.56 %
>lcl|NC_000913.3_cds_NP_415854.4_1325 	1311	724	55.23 %
>lcl|NC_000913.3_cds_NP_415855.1_1326 	909	451	49.61 %
>lcl|NC_000913.3_cds_NP_415856.1_1327 	564	306	54.26 %
>lcl|NC_000913.3_cds_NP_415857.2_1328 	1233	588	47.69 %
>lcl|NC_000913.3_cds_YP_010051183.1_1329 	48	21	43.75 %
>lcl|NC_000913.3_cds_NP_415858.1_1330 	984	511	51.93 %
>lcl|NC_000913.3_cds_YP_009518775.1_1331 	174	93	53.45 %
>lcl|NC_000913.3_cds_NP_415859.1_1332 	1374	714	51.97 %
>lcl|NC_000913.3_cds_NP_415860.1_1333 	936	455	48.61 %
>lcl|NC_000913.3_cds_NP_415861.1_1334 	1236	531	42.96 %
>lcl|NC_000913.3_cds_NP_415862.4_1335 	216	97	44.91 %
>lcl|NC_000913.3_cds_NP_415863.1_1336 	210	73	34.76 %
>lcl|NC_000913.3_cds_NP_415864.1_1337 	195	79	40.51 %
>lcl|NC_000913.3_cds_NP_415865.1_1338 	810	382	47.16 %
>lcl|NC_000913.3_cds_NP_415866.1_1339 	2601	1285	49.40 %
>lcl|NC_000913.3_cds_NP_415867.1_1340 	276	108	39.13 %
>lcl|NC_000913.3_cds_YP_588451.1_1341 	171	63	36.84 %
>lcl|NC_000913.3_cds_NP_415869.2_1342 	222	93	41.89 %
>lcl|NC_000913.3_cds_NP_415870.4_1343 	489	182	37.22 %
>lcl|NC_000913.3_cds_NP_415872.2_1344 	156	77	49.36 %
>lcl|NC_000913.3_cds_NP_415873.2_1345 	135	64	47.41 %
>lcl|NC_000913.3_cds_NP_415874.1_1346 	477	200	41.93 %
>lcl|NC_000913.3_cds_NP_415875.1_1347 	297	129	43.43 %
>lcl|NC_000913.3_cds_NP_415876.1_1348 	423	215	50.83 %
>lcl|NC_000913.3_cds_NP_415877.1_1349 	858	411	47.90 %
>lcl|NC_000913.3_cds_NP_415878.1_1350 	747	394	52.74 %
>lcl|NC_000913.3_cds_YP_009518776.1_1351 	561	274	48.84 %
>lcl|NC_000913.3_cds_YP_588452.1_1352 	186	106	56.99 %
>lcl|NC_000913.3_cds_NP_415881.1_1353 	1458	555	38.07 %
>lcl|NC_000913.3_cds_NP_415883.1_1354 	264	127	48.11 %
>lcl|NC_000913.3_cds_YP_009518777.1_1355 	360	170	47.22 %
>lcl|NC_000913.3_cds_YP_009518778.1_1356 	1029	482	46.84 %
>lcl|NC_000913.3_cds_b4570_1357 	399	226	56.64 %
>lcl|NC_000913.3_cds_NP_415888.1_1358 	981	544	55.45 %
>lcl|NC_000913.3_cds_NP_415890.2_1359 	3363	1794	53.35 %
>lcl|NC_000913.3_cds_NP_415891.1_1360 	576	277	48.09 %
>lcl|NC_000913.3_cds_NP_415892.1_1361 	591	264	44.67 %
>lcl|NC_000913.3_cds_NP_415893.2_1362 	234	84	35.90 %
>lcl|NC_000913.3_cds_YP_009518779.1_1363 	114	39	34.21 %
>lcl|NC_000913.3_cds_NP_415894.4_1364 	435	211	48.51 %
>lcl|NC_000913.3_cds_NP_415895.1_1365 	1134	529	46.65 %
>lcl|NC_000913.3_cds_NP_415896.1_1366 	3525	1877	53.25 %
>lcl|NC_000913.3_cds_YP_588453.1_1367 	267	146	54.68 %
>lcl|NC_000913.3_cds_NP_415897.1_1368 	423	198	46.81 %
>lcl|NC_000913.3_cds_NP_415898.1_1369 	990	496	50.10 %
>lcl|NC_000913.3_cds_NP_415899.1_1370 	2640	1376	52.12 %
>lcl|NC_000913.3_cds_NP_415900.1_1371 	186	80	43.01 %
>lcl|NC_000913.3_cds_NP_415901.2_1372 	327	147	44.95 %
>lcl|NC_000913.3_cds_NP_415902.1_1373 	906	440	48.57 %
>lcl|NC_000913.3_cds_NP_415903.4_1374 	1500	801	53.40 %
>lcl|NC_000913.3_cds_NP_415904.3_1375 	2274	1151	50.62 %
>lcl|NC_000913.3_cds_NP_415905.1_1376 	2046	1109	54.20 %
>lcl|NC_000913.3_cds_NP_415906.1_1377 	930	485	52.15 %
>lcl|NC_000913.3_cds_NP_415907.1_1378 	288	143	49.65 %
>lcl|NC_000913.3_cds_NP_415908.1_1379 	747	396	53.01 %
>lcl|NC_000913.3_cds_NP_415909.4_1380 	498	278	55.82 %
>lcl|NC_000913.3_cds_NP_415910.1_1381 	1071	571	53.31 %
>lcl|NC_000913.3_cds_NP_415911.1_1382 	768	419	54.56 %
>lcl|NC_000913.3_cds_NP_415912.1_1383 	789	430	54.50 %
>lcl|NC_000913.3_cds_NP_415913.1_1384 	1428	760	53.22 %
>lcl|NC_000913.3_cds_NP_415914.1_1385 	423	218	51.54 %
>lcl|NC_000913.3_cds_NP_415915.1_1386 	1206	675	55.97 %
>lcl|NC_000913.3_cds_NP_415916.1_1387 	1314	681	51.83 %
>lcl|NC_000913.3_cds_NP_415917.1_1388 	951	479	50.37 %
>lcl|NC_000913.3_cds_NP_415918.1_1389 	591	299	50.59 %
>lcl|NC_000913.3_cds_YP_002791240.1_1390 	66	9	13.64 %
>lcl|NC_000913.3_cds_b4492_1391 	6063	3006	49.58 %
>lcl|NC_000913.3_cds_NP_415920.1_1392 	906	499	55.08 %
>lcl|NC_000913.3_cds_NP_415921.2_1393 	366	194	53.01 %
>lcl|NC_000913.3_cds_NP_415922.1_1394 	1152	528	45.83 %
>lcl|NC_000913.3_cds_NP_415924.1_1395 	861	457	53.08 %
>lcl|NC_000913.3_cds_NP_415925.2_1396 	2307	1003	43.48 %
>lcl|NC_000913.3_cds_NP_415926.4_1397 	606	282	46.53 %
>lcl|NC_000913.3_cds_NP_415927.1_1398 	897	391	43.59 %
>lcl|NC_000913.3_cds_NP_415928.1_1399 	1758	895	50.91 %
>lcl|NC_000913.3_cds_NP_415929.1_1400 	1293	654	50.58 %
>lcl|NC_000913.3_cds_NP_415930.1_1401 	606	315	51.98 %
>lcl|NC_000913.3_cds_NP_415931.4_1402 	3903	2086	53.45 %
>lcl|NC_000913.3_cds_NP_415932.1_1403 	801	410	51.19 %
>lcl|NC_000913.3_cds_NP_415933.1_1404 	1440	734	50.97 %
>lcl|NC_000913.3_cds_NP_415935.2_1405 	531	253	47.65 %
>lcl|NC_000913.3_cds_NP_415936.1_1406 	174	77	44.25 %
>lcl|NC_000913.3_cds_YP_010051184.1_1407 	69	39	56.52 %
>lcl|NC_000913.3_cds_YP_025301.1_1408 	150	80	53.33 %
>lcl|NC_000913.3_cds_NP_415937.1_1409 	168	86	51.19 %
>lcl|NC_000913.3_cds_NP_415938.1_1410 	1641	841	51.25 %
>lcl|NC_000913.3_cds_NP_415939.2_1411 	924	467	50.54 %
>lcl|NC_000913.3_cds_NP_415940.1_1412 	1344	708	52.68 %
>lcl|NC_000913.3_cds_NP_415941.5_1413 	1656	841	50.79 %
>lcl|NC_000913.3_cds_NP_415943.4_1414 	225	93	41.33 %
>lcl|NC_000913.3_cds_NP_415944.1_1415 	540	234	43.33 %
>lcl|NC_000913.3_cds_NP_415945.1_1416 	981	475	48.42 %
>lcl|NC_000913.3_cds_NP_415946.1_1417 	993	528	53.17 %
>lcl|NC_000913.3_cds_NP_415947.1_1418 	594	273	45.96 %
>lcl|NC_000913.3_cds_NP_415948.1_1419 	669	299	44.69 %
>lcl|NC_000913.3_cds_NP_415949.3_1420 	1209	622	51.45 %
>lcl|NC_000913.3_cds_NP_415950.4_1421 	1176	623	52.98 %
>lcl|NC_000913.3_cds_NP_415951.1_1422 	537	265	49.35 %
>lcl|NC_000913.3_cds_NP_415952.2_1423 	1962	1002	51.07 %
>lcl|NC_000913.3_cds_NP_415953.1_1424 	231	113	48.92 %
>lcl|NC_000913.3_cds_NP_415954.2_1425 	177	87	49.15 %
>lcl|NC_000913.3_cds_NP_415955.2_1426 	417	190	45.56 %
>lcl|NC_000913.3_cds_NP_415956.1_1427 	1407	723	51.39 %
>lcl|NC_000913.3_cds_NP_415957.1_1428 	1146	605	52.79 %
>lcl|NC_000913.3_cds_NP_415958.1_1429 	1014	552	54.44 %
>lcl|NC_000913.3_cds_NP_415959.1_1430 	942	499	52.97 %
>lcl|NC_000913.3_cds_NP_415960.1_1431 	795	429	53.96 %
>lcl|NC_000913.3_cds_NP_415961.1_1432 	1425	758	53.19 %
>lcl|NC_000913.3_cds_YP_001165318.1_1433 	96	32	33.33 %
>lcl|NC_000913.3_cds_NP_415962.2_1434 	174	78	44.83 %
>lcl|NC_000913.3_cds_NP_415963.1_1435 	234	127	54.27 %
>lcl|NC_000913.3_cds_NP_415964.1_1436 	450	233	51.78 %
>lcl|NC_000913.3_cds_NP_415965.1_1437 	519	276	53.18 %
>lcl|NC_000913.3_cds_NP_415966.6_1438 	1038	543	52.31 %
>lcl|NC_000913.3_cds_NP_415967.2_1439 	666	291	43.69 %
>lcl|NC_000913.3_cds_NP_415968.1_1440 	2103	1074	51.07 %
>lcl|NC_000913.3_cds_NP_415969.1_1441 	1062	538	50.66 %
>lcl|NC_000913.3_cds_NP_415970.4_1442 	1500	780	52.00 %
>lcl|NC_000913.3_cds_NP_415971.1_1443 	618	293	47.41 %
>lcl|NC_000913.3_cds_NP_415972.1_1444 	213	67	31.46 %
>lcl|NC_000913.3_cds_NP_415974.1_1445 	483	132	27.33 %
>lcl|NC_000913.3_cds_YP_009518780.1_1446 	186	59	31.72 %
>lcl|NC_000913.3_cds_NP_415977.1_1447 	1137	475	41.78 %
>lcl|NC_000913.3_cds_NP_415978.1_1448 	234	101	43.16 %
>lcl|NC_000913.3_cds_NP_415979.2_1449 	570	292	51.23 %
>lcl|NC_000913.3_cds_NP_415980.1_1450 	846	435	51.42 %
>lcl|NC_000913.3_cds_NP_415981.1_1451 	894	465	52.01 %
>lcl|NC_000913.3_cds_NP_415982.1_1452 	681	359	52.72 %
>lcl|NC_000913.3_cds_NP_415983.1_1453 	696	392	56.32 %
>lcl|NC_000913.3_cds_NP_415984.1_1454 	1545	839	54.30 %
>lcl|NC_000913.3_cds_NP_415985.1_1455 	3741	2059	55.04 %
>lcl|NC_000913.3_cds_NP_415986.1_1456 	1389	680	48.96 %
>lcl|NC_000913.3_cds_YP_009518781.1_1457 	957	308	32.18 %
>lcl|NC_000913.3_cds_YP_009518782.1_1458 	291	122	41.92 %
>lcl|NC_000913.3_cds_NP_415990.5_1459 	882	438	49.66 %
>lcl|NC_000913.3_cds_NP_415991.1_1460 	3048	1651	54.17 %
>lcl|NC_000913.3_cds_NP_415992.1_1461 	885	487	55.03 %
>lcl|NC_000913.3_cds_NP_415993.1_1462 	654	325	49.69 %
>lcl|NC_000913.3_cds_NP_415994.4_1463 	285	146	51.23 %
>lcl|NC_000913.3_cds_NP_415995.4_1464 	1011	530	52.42 %
>lcl|NC_000913.3_cds_NP_415996.2_1465 	1698	883	52.00 %
>lcl|NC_000913.3_cds_NP_415997.1_1466 	138	61	44.20 %
>lcl|NC_000913.3_cds_NP_415998.4_1467 	216	98	45.37 %
>lcl|NC_000913.3_cds_NP_415999.1_1468 	432	216	50.00 %
>lcl|NC_000913.3_cds_NP_416000.1_1469 	927	506	54.58 %
>lcl|NC_000913.3_cds_NP_416001.1_1470 	987	534	54.10 %
>lcl|NC_000913.3_cds_NP_416002.1_1471 	897	476	53.07 %
>lcl|NC_000913.3_cds_NP_416003.1_1472 	1023	562	54.94 %
>lcl|NC_000913.3_cds_NP_416004.1_1473 	1551	781	50.35 %
>lcl|NC_000913.3_cds_NP_416005.1_1474 	582	308	52.92 %
>lcl|NC_000913.3_cds_NP_416006.4_1475 	2400	1205	50.21 %
>lcl|NC_000913.3_cds_NP_416007.3_1476 	1383	614	44.40 %
>lcl|NC_000913.3_cds_YP_009518783.1_1477 	42	19	45.24 %
>lcl|NC_000913.3_cds_NP_416008.1_1478 	1320	691	52.35 %
>lcl|NC_000913.3_cds_NP_416009.1_1479 	1536	739	48.11 %
>lcl|NC_000913.3_cds_NP_416010.1_1480 	1401	747	53.32 %
>lcl|NC_000913.3_cds_NP_416011.1_1481 	2796	1304	46.64 %
>lcl|NC_000913.3_cds_NP_416012.1_1482 	2373	1091	45.98 %
>lcl|NC_000913.3_cds_NP_416013.1_1483 	1686	736	43.65 %
>lcl|NC_000913.3_cds_YP_009518784.1_1484 	123	47	38.21 %
>lcl|NC_000913.3_cds_NP_416014.4_1485 	1158	448	38.69 %
>lcl|NC_000913.3_cds_NP_416015.2_1486 	1683	742	44.09 %
>lcl|NC_000913.3_cds_NP_416016.1_1487 	762	301	39.50 %
>lcl|NC_000913.3_cds_NP_416017.1_1488 	198	74	37.37 %
>lcl|NC_000913.3_cds_NP_416018.1_1489 	2280	1147	50.31 %
>lcl|NC_000913.3_cds_NP_416019.1_1490 	915	409	44.70 %
>lcl|NC_000913.3_cds_NP_416020.1_1491 	504	226	44.84 %
>lcl|NC_000913.3_cds_NP_416021.1_1492 	531	238	44.82 %
>lcl|NC_000913.3_cds_YP_009518785.1_1493 	1149	512	44.56 %
>lcl|NC_000913.3_cds_NP_416024.1_1494 	1323	636	48.07 %
>lcl|NC_000913.3_cds_NP_416025.1_1495 	267	119	44.57 %
>lcl|NC_000913.3_cds_NP_416028.3_1496 	1593	832	52.23 %
>lcl|NC_000913.3_cds_NP_416029.1_1497 	954	484	50.73 %
>lcl|NC_000913.3_cds_NP_416030.1_1498 	1536	819	53.32 %
>lcl|NC_000913.3_cds_NP_416031.1_1499 	1029	553	53.74 %
>lcl|NC_000913.3_cds_NP_416032.1_1500 	993	529	53.27 %
>lcl|NC_000913.3_cds_NP_416033.1_1501 	1023	508	49.66 %
>lcl|NC_000913.3_cds_NP_416034.1_1502 	876	435	49.66 %
>lcl|NC_000913.3_cds_NP_416035.1_1503 	291	135	46.39 %
>lcl|NC_000913.3_cds_NP_416036.1_1504 	759	409	53.89 %
>lcl|NC_000913.3_cds_NP_416037.2_1505 	915	439	47.98 %
>lcl|NC_000913.3_cds_YP_025302.1_1506 	1452	755	52.00 %
>lcl|NC_000913.3_cds_NP_416039.1_1507 	948	478	50.42 %
>lcl|NC_000913.3_cds_NP_416040.1_1508 	360	190	52.78 %
>lcl|NC_000913.3_cds_NP_416041.1_1509 	927	482	52.00 %
>lcl|NC_000913.3_cds_NP_416042.2_1510 	1389	737	53.06 %
>lcl|NC_000913.3_cds_NP_416043.1_1511 	882	472	53.51 %
>lcl|NC_000913.3_cds_NP_416044.1_1512 	1116	444	39.78 %
>lcl|NC_000913.3_cds_NP_416045.1_1513 	1191	611	51.30 %
>lcl|NC_000913.3_cds_NP_416046.1_1514 	666	340	51.05 %
>lcl|NC_000913.3_cds_NP_416047.4_1515 	435	215	49.43 %
>lcl|NC_000913.3_cds_NP_416048.2_1516 	384	176	45.83 %
>lcl|NC_000913.3_cds_NP_416049.1_1517 	219	110	50.23 %
>lcl|NC_000913.3_cds_NP_416050.4_1518 	900	448	49.78 %
>lcl|NC_000913.3_cds_NP_416051.1_1519 	1188	592	49.83 %
>lcl|NC_000913.3_cds_YP_001165319.1_1520 	96	37	38.54 %
>lcl|NC_000913.3_cds_YP_010051185.1_1521 	105	52	49.52 %
>lcl|NC_000913.3_cds_NP_416052.1_1522 	891	400	44.89 %
>lcl|NC_000913.3_cds_NP_416054.1_1523 	393	187	47.58 %
>lcl|NC_000913.3_cds_NP_416055.1_1524 	519	256	49.33 %
>lcl|NC_000913.3_cds_NP_416056.1_1525 	2046	1022	49.95 %
>lcl|NC_000913.3_cds_NP_416057.1_1526 	747	378	50.60 %
>lcl|NC_000913.3_cds_NP_416058.1_1527 	687	344	50.07 %
>lcl|NC_000913.3_cds_NP_416059.1_1528 	204	106	51.96 %
>lcl|NC_000913.3_cds_NP_416060.1_1529 	1461	723	49.49 %
>lcl|NC_000913.3_cds_YP_009518786.1_1530 	1284	603	46.96 %
>lcl|NC_000913.3_cds_YP_009518787.1_1531 	114	39	34.21 %
>lcl|NC_000913.3_cds_NP_416062.2_1532 	234	83	35.47 %
>lcl|NC_000913.3_cds_NP_416063.1_1533 	591	265	44.84 %
>lcl|NC_000913.3_cds_NP_416064.1_1534 	576	278	48.26 %
>lcl|NC_000913.3_cds_NP_416065.1_1535 	963	507	52.65 %
>lcl|NC_000913.3_cds_YP_009518788.1_1536 	570	306	53.68 %
>lcl|NC_000913.3_cds_YP_588454.1_1537 	234	104	44.44 %
>lcl|NC_000913.3_cds_NP_416067.2_1538 	411	130	31.63 %
>lcl|NC_000913.3_cds_NP_416068.2_1539 	174	52	29.89 %
>lcl|NC_000913.3_cds_NP_416069.2_1540 	156	68	43.59 %
>lcl|NC_000913.3_cds_YP_009518789.1_1541 	66	29	43.94 %
>lcl|NC_000913.3_cds_YP_009518790.1_1542 	189	64	33.86 %
>lcl|NC_000913.3_cds_NP_416070.1_1543 	213	86	40.38 %
>lcl|NC_000913.3_cds_NP_416071.1_1544 	498	228	45.78 %
>lcl|NC_000913.3_cds_YP_002791241.1_1545 	255	126	49.41 %
>lcl|NC_000913.3_cds_NP_416072.1_1546 	534	270	50.56 %
>lcl|NC_000913.3_cds_NP_416073.1_1547 	312	136	43.59 %
>lcl|NC_000913.3_cds_NP_416074.4_1548 	216	100	46.30 %
>lcl|NC_000913.3_cds_YP_010051186.1_1549 	171	69	40.35 %
>lcl|NC_000913.3_cds_NP_416075.1_1550 	216	76	35.19 %
>lcl|NC_000913.3_cds_NP_416076.1_1551 	213	103	48.36 %
>lcl|NC_000913.3_cds_YP_009518791.1_1552 	90	34	37.78 %
>lcl|NC_000913.3_cds_NP_416077.4_1553 	753	361	47.94 %
>lcl|NC_000913.3_cds_NP_416078.4_1554 	1050	548	52.19 %
>lcl|NC_000913.3_cds_NP_416079.1_1555 	252	102	40.48 %
>lcl|NC_000913.3_cds_NP_416080.1_1556 	156	81	51.92 %
>lcl|NC_000913.3_cds_NP_416081.1_1557 	288	135	46.88 %
>lcl|NC_000913.3_cds_NP_416082.1_1558 	240	113	47.08 %
>lcl|NC_000913.3_cds_NP_416083.1_1559 	306	141	46.08 %
>lcl|NC_000913.3_cds_NP_416084.1_1560 	333	143	42.94 %
>lcl|NC_000913.3_cds_YP_009518792.1_1561 	150	65	43.33 %
>lcl|NC_000913.3_cds_YP_009518793.1_1562 	291	147	50.52 %
>lcl|NC_000913.3_cds_NP_416087.1_1563 	231	108	46.75 %
>lcl|NC_000913.3_cds_NP_416088.1_1564 	408	178	43.63 %
